index;k_hex;k_dec;hash160;wif;y_parity;match
90;400000000000000059;1180591620717411303513;2ace4b13f2c864423b2127455a364a219b617551;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFHAQqxydq;par;NÃO
91;40000000000000005a;1180591620717411303514;6e130aff5d2132db2066e73587e7fd5f0e7564ae;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFHfPCzavb;impar;NÃO
92;40000000000000005b;1180591620717411303515;bbb1b74d84da85ccb97ad1f8a72ea7a99ad15524;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFJAD4Zqje;impar;NÃO
93;40000000000000005c;1180591620717411303516;db655da46dacf57ef92708a6862cd31ea137edb9;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFJf5NbjAB;par;NÃO
94;40000000000000005d;1180591620717411303517;af69926f25821a00e134c8c1a9a63e1c10f0a399;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFKA2d7mUJ;par;NÃO
95;40000000000000005e;1180591620717411303518;1c14797ed6a2ae34d716d5253d17911b1c66c79b;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFKepaQjH7;par;NÃO
96;40000000000000005f;1180591620717411303519;71408b4494030e71803f892be3a9533e53beeed4;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFL9ifikpg;impar;NÃO
97;400000000000000060;1180591620717411303520;ec52826c9b5154f258c72bf3f62697e1f85a162a;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFLecFr5QX;par;NÃO
98;400000000000000061;1180591620717411303521;edad9db8f6435dbdec5dc0ac5ef416495ed3f238;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFM9YqytZw;par;NÃO
99;400000000000000062;1180591620717411303522;524fd854ebbce4013170e9225d652c65b7981617;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFMeR7HyBs;par;NÃO
100;400000000000000063;1180591620717411303523;08d7c59946add7a7145ceb5cb879fd4ccf3c17b1;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFN9HXsVVy;par;NÃO
101;400000000000000064;1180591620717411303524;b9a8ecab876ca6deb5c03969e4a0df976cedd9e9;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFNe9jdHyf;par;NÃO
102;400000000000000065;1180591620717411303525;7ad1bbdf7f9892db0a398aeb28c04e9cab957a97;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFP91gtfju;impar;NÃO
103;400000000000000066;1180591620717411303526;ed0b00248c8a157e1c582a4365561441a1780cb1;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFPdxs77jZ;impar;NÃO
104;400000000000000067;1180591620717411303527;f2ed28ffdd61893e20096f4137c5d47cd673b43b;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFQ8maCv84;par;NÃO
105;400000000000000068;1180591620717411303528;3971d53cfe5553ba182fe69a5ac581381aebb83a;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFQdgs1bmB;par;NÃO
106;400000000000000069;1180591620717411303529;7b9acf86b84fcf2845d26907e3b065daf5fb7a18;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFR8XGVSZ1;impar;NÃO
107;40000000000000006a;1180591620717411303530;f407371f99ec82667e7773b6d72b9637aabdd7d0;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFRdS4coU9;par;NÃO
108;40000000000000006b;1180591620717411303531;ca208fda2161613d18a3f91694f5a1c3f97183c6;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFS8NBHtkA;impar;NÃO
109;40000000000000006c;1180591620717411303532;8ec52f17a870b351dd628c67ce1ee9f85a9143f1;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFSdF5RrUB;impar;NÃO
110;40000000000000006d;1180591620717411303533;61cbb1e073d90854cfac70dcee6a790c3fed51df;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFT84gvw7H;par;NÃO
111;40000000000000006e;1180591620717411303534;7759039e1c045ae4942f71f8dc5f85db5f18ba18;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFTcxeL7s6;impar;NÃO
112;40000000000000006f;1180591620717411303535;e0d1b570d4870c4e74729e21d627da7cb2c943b3;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFU7tL1u2G;par;NÃO
113;400000000000000070;1180591620717411303536;93dd66d1a7074bb9b4a5b9bea63b4e2bae1cbd23;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFUcnSP9v5;impar;NÃO
114;400000000000000071;1180591620717411303537;dcd801b7e5905f04ae4204e8fa6375a85a04dd7f;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFV7fUXrXj;impar;NÃO
115;400000000000000072;1180591620717411303538;cf501eb2d843a7e1805157ee2503fd907dfb9c84;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFVcYV2Zkq;impar;NÃO
116;400000000000000073;1180591620717411303539;6db1d1d2787d2c4146357cdd6faa6960ae4162ed;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFW7MgQnzW;par;NÃO
117;400000000000000074;1180591620717411303540;64e9b7afd1f29dbffbb28547fbd70453e6c6a7fd;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFWcGabvEN;par;NÃO
118;400000000000000075;1180591620717411303541;62c01824524a631cbe4dbf7db87b8a604a31b8a2;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFX7CYryQF;impar;NÃO
119;400000000000000076;1180591620717411303542;1d548c246b3fe5b6a814a94ff4750eb2f4bf2fab;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFXbyb7pQj;par;NÃO
120;400000000000000077;1180591620717411303543;be3254a5a187862ca5a852218f33704823ca39d8;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFY6sV319A;par;NÃO
121;400000000000000078;1180591620717411303544;152a122f1c3bed7fbaa0615990e9450f9d7402be;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFYbmPshdM;impar;NÃO
122;400000000000000079;1180591620717411303545;45ec7a595ccf90d934880e71c7b59b8dc5c1ba60;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFZ6dMTwxV;impar;NÃO
123;40000000000000007a;1180591620717411303546;4ca89341cd56cddde07c80cd027fd826366cbc6e;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFZbYFUzZv;par;NÃO
124;40000000000000007b;1180591620717411303547;8d9b3069f79e54d56280c0f32f4795b61563a645;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFa6UfPSFy;par;NÃO
125;40000000000000007c;1180591620717411303548;b96622ae0f7b7149745075f5cc642eead529e7aa;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFabL4p9KS;impar;NÃO
126;40000000000000007d;1180591620717411303549;fad3aac30dd9675720b84e7f642dd589b9bdcc9e;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFb6BC5P7f;impar;NÃO
127;40000000000000007e;1180591620717411303550;4d02adf79e1094b78470ce116c2b8f8d2b8ac28b;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFbb8hx3A4;impar;NÃO
128;40000000000000007f;1180591620717411303551;d2892faa7dd5bdf5f6b4a65ccade874654bd1579;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFc5wSZNrL;impar;NÃO
129;400000000000000080;1180591620717411303552;400220f41bf5016e876ea19160225d904124e75e;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFcaqtdvf1;par;NÃO
130;400000000000000081;1180591620717411303553;7f31d5fd7f280eace6035a35eae233d470ed4e4e;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFd5hhxyjQ;impar;NÃO
131;400000000000000082;1180591620717411303554;3cb144db8c2294538df7644a3ce11b2704627220;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFdabHmaAS;impar;NÃO
132;400000000000000083;1180591620717411303555;35d42e62089dda04816a28cf98c6ddf90900dfd4;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFe5Ygpdgk;par;NÃO
133;400000000000000084;1180591620717411303556;1e4a3dad4cc57f355def55b05a33c07239b8f237;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFeaLx3geN;par;NÃO
134;400000000000000085;1180591620717411303557;5e712481319ea7b6131384fb4d7885f01ff7ac1f;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFf5ETE4M1;par;NÃO
135;400000000000000086;1180591620717411303558;4e2356156ba3a64112eb95c54408bc8c428d9c13;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFfaA6sEG5;impar;NÃO
136;400000000000000087;1180591620717411303559;2aa835551cbba05de89f5cc2ff4ed06cb4106870;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFg543zqM4;impar;NÃO
137;400000000000000088;1180591620717411303560;774566a5048eb5da9f188cc2dcfd22703a33dee9;KwDiBf89QgGbjEhKnhXJuH7LrciVrZi3qxGLkchTagWFgZvBhLb9;impar;NÃO
